FIRST_INV_DATE,NAME,GENDER,AGE,STATE,COUNTRY,INVESTMENT_TYPE,NET_ASSET_VALUE
2013,YC29 LLC,FEMALE,29,IL,United States,Currency,571501.5533
2014,"PNC Bank, National Association",FEMALE,29,PA,United States,Currency,4608.9983
2014,"Marol State, LLC",FEMALE,29,IL,United States,Currency,3536.6131
2013,"Panoptic Group Development, Inc. c/o Dan Popovych",MALE,29,IL,United States,Currency,7548.1236
2014,"GN Builders, Inc.",FEMALE,29,IL,United States,Currency,424273.7987
2015,"Koch Companies Public Sector, LLC and Affiliates",MALE,29,WI,United States,Currency,435913.4586
2015,Pace,FEMALE,29,IL,United States,Currency,1146702.991
2015,Chicago Association of REALTORS,FEMALE,29,IL,United States,Currency,73927.056
2015,Moody Bible Institute,MALE,29,IL,United States,Currency,845501.3502
2014,"Withey, Bret and Carolyn",MALE,29,IL,United States,Currency,339366.4537
2015,Local 881United Food and Commercial Workers,FEMALE,29,IL,United States,Currency,475788.6178
2015,Bombardier Transportation (Holdings) USA Inc,FEMALE,29,PA,United States,Currency,315322.5301
2017,General Assemby & Church of the First Born Inc,FEMALE,29,IL,United States,Currency,407348.2301
2011,"Loop Capital Markets, LLC",MALE,29,IL,United States,Currency,98.2727
2011,Women Construction Owners,MALE,29,IL,United States,Currency,600018.8968
2011,"Continental Airl Lines, Inc",MALE,29,IL,United States,Currency,0.2843
2012,"Aetna, Inc.",MALE,29,IL,United States,Currency,851195.3931
2012,John G Shedd Aquarium,MALE,29,IL,United States,Currency,205250.7521
2012,United Neighborhood Organization,FEMALE,29,IL,United States,Currency,203745.2325
2011,Delaware North Companies,FEMALE,29,NY,United States,Currency,295681.3022
2011,"Primera Engineers, Ltd.",FEMALE,29,IL,United States,Currency,677789.927
2011,Morgan Keegan & Co. Inc,FEMALE,29,TN,United States,Currency,991122.3399
2011,Breathable Baby LLC,FEMALE,29,MN,United States,Currency,13832.0142
2011,"Banco Popular North America, Inc.",MALE,29,IL,United States,Currency,1234152.865
2011,Steans Family Foundation,FEMALE,29,IL,United States,Currency,931246.1568
2011,Swedish Covenant Hospital,MALE,29,IL,United States,Currency,877432.9561
2012,"Sensys Networks, Inc.",MALE,29,CA,United States,Currency,1140980.344
2013,"Duncan Parking Technologies, Inc.",FEMALE,29,WI,United States,Currency,316185.0396
2013,Federal Signal Corp.,MALE,29,IL,United States,Currency,854918.7046
2013,"Granite Companies, LLC",FEMALE,29,IL,United States,Currency,1008209.251
2013,"Claretians, Inc",FEMALE,29,IL,United States,Currency,883076.108
2013,Francesco Fazio & Loretta Lenzke,FEMALE,29,IL,United States,Currency,689588.6043
2013,Belmont Assembly of God,MALE,29,IL,United States,Currency,5336.4434
2014,YC51 LLC,MALE,29,IL,United States,Currency,154218.32
2014,Emily's Limousine Service Co.,FEMALE,29,IL,United States,Currency,942868.4393
2014,Museum of Contemporary Art,FEMALE,29,IL,United States,Currency,866306.3269
2014,"React Presents, Inc",FEMALE,29,IL,United States,Currency,1096134.278
2015,Key Food Services,FEMALE,29,IL,United States,Currency,1198931.612
2014,Tishman Speyer Properties,FEMALE,29,IL,United States,Currency,1.1424
2015,Harlem Irving Companies,FEMALE,29,IL,United States,Currency,1119736.92
2018,Harrison Hydragen LTD,FEMALE,29,TX,United States,Currency,221694.0913
2011,University of Chicago,MALE,29,IL,United States,Currency,929831.1161
2011,Lycee Francais De Chicago,MALE,29,IL,United States,Currency,0.0011
2011,Aeroterm,FEMALE,29,MD,United States,Currency,814359.9714
2011,"Wisman, James & Anna",FEMALE,29,IL,United States,Currency,720669.6811
2011,US Bank Municipal Securities Group,FEMALE,29,NY,United States,Currency,667578.8675
2011,"Westfield Concession Management, Inc.",MALE,29,MD,United States,Currency,733856.8024
2011,"O'Connor, Michael",MALE,29,Il,United States,Currency,428999.2389
2012,Lorillard Tobacco,FEMALE,29,NC,United States,Currency,275611.1178
2012,"Republic Services, Inc",FEMALE,29,AZ,United States,Currency,631739.4494
2012,CVS Caremark Corp,FEMALE,29,IL,United States,Currency,1135445.208
2012,"Draper & Kramer, Inc",MALE,29,IL,United States,Currency,6036.9544
2011,Integrated System International d%2fb%2fa ISI Energy Controls,MALE,29,MA,United States,Currency,38660.9066
2012,"Keeshin Charter Service, Inc",MALE,29,IL,United States,Currency,712097.7469
2013,Victor Sign Corp,MALE,29,Il,United States,Currency,186352.613
2013,The Leonis Group,MALE,29,IL,United States,Currency,1050397.358
2013,Estate of Lavergne Wilson,MALE,29,IL,United States,Currency,188714.8116
2013,Chicago Neighborhood Initiatives,MALE,29,IL,United States,Currency,141896.445
2013,Clybourn Galleria Investors LLC,MALE,29,FL,United States,Currency,247032.4432
2013,Cummins NPower LLC,FEMALE,29,IL,United States,Currency,888177.7226
2014,CBS Outdoor,MALE,29,IL,United States,Currency,783653.3393
2014,University of Chicago,MALE,29,IL,United States,Currency,894109.5213
2014,Hertz Rental Car Corporation,MALE,29,NJ,United States,Currency,1153824.756
2014,JP Morgan Securities LLC,MALE,29,IL,United States,Currency,869791.682
2014,KeyBank National Association,MALE,29,OH,United States,Currency,190698.2584
2014,"Big Chicago, Inc.",FEMALE,29,IL,United States,Currency,75076.1663
2015,Angelo Gordon Real Estate Inc,FEMALE,29,NY,United States,Currency,212743.8419
2015,Adecco North America,MALE,29,NY,United States,Currency,1119822.958
2015,Kinder Morgan Energy Partners,FEMALE,29,IL,United States,Currency,1022272.033
2015,"CCS International, Inc",FEMALE,29,IL,United States,Currency,47540.516
2015,Property Adventures Corp.,FEMALE,29,IL,United States,Currency,353428.1542
2015,Barr Management,FEMALE,29,Il,United States,Currency,770316.7531
2015,Chicago Parking Meters LLC,FEMALE,29,IL,United States,Currency,620772.4877
2015,"Bluebird Network, LLC",FEMALE,29,MO,United States,Currency,791123.7206
2015,"Macy's Retail Holdings, Inc",FEMALE,29,OH,United States,Currency,634309.5091
2018,Professional Towing and Recovery Operators of IL  (PTROI),FEMALE,29,IL,United States,Currency,916550.7333
2011,AllVision,FEMALE,29,IL,United States,Currency,1168996.23
2011,JCA Gift Trust,MALE,29,IL,United States,Currency,893855.8701
2011,Public Building Commission of Chicago,MALE,29,IL,United States,Currency,858237.9308
2012,Sonrai Systems,MALE,29,IL,United States,Currency,203888.0138
2011,D Augustine LLC,MALE,29,IN,United States,Currency,728085.1684
2011,Theus Property Holding,MALE,29,IL,United States,Currency,13441.6218
2011,Motion Picture Association of America,MALE,29,DC,United States,Currency,930279.4433
2012,CA Inc,MALE,29,IL,United States,Currency,610730.5507
2012,"Wal-Mart Stores, Inc.",MALE,29,AR,United States,Currency,1219696.335
2012,Dubin Residential,MALE,29,IL,United States,Currency,829166.8709
2011,Hilton Worldwide,FEMALE,29,VA,United States,Currency,1099457.348
2011,General Irons-2,MALE,29,Il,United States,Currency,1005970.388
2011,JK Equities LLC,MALE,29,IL,United States,Currency,1231708.244
2011,"Podmajerskey, Inc.",MALE,29,IL,United States,Currency,820890.0659
2012,"The Paradies Shops, Inc.",MALE,29,GA,United States,Currency,337.9012
2013,American Traffic Systems,MALE,29,AZ,United States,Currency,2586.6602
2013,DLZ,MALE,29,IL,United States,Currency,8544.3092
2013,Target Corporation,FEMALE,29,MN,United States,Currency,16.8031
2013,New Pisgah Baptist Church,MALE,29,IL,United States,Currency,8302.709
2013,A New Leaf,MALE,29,IL,United States,Currency,2031.0613
2013,EnerNOC Inc.,FEMALE,29,MA,United States,Currency,7012.9252
2014,"car2go N.A., LLC",MALE,29,TX,United States,Currency,3435.2595
2014,Taxi Affiliation Services LLC,MALE,29,IL,United States,Currency,8309.4624
2014,Credit Suisse Asset Management LLC,MALE,29,NY,United States,Currency,2596.3231
2014,J.P. Morgan Securities LLC,FEMALE,29,CO,United States,Currency,8953.3245
2014,Gold Coast Tickets,FEMALE,29,IL,United States,Currency,9334.1028
2014,400-410 Michigan Real Estate LLC,FEMALE,29,IL,United States,Currency,11066.2406
2014,731 Melrose LLC,MALE,29,IL,United States,Currency,7280.8517
2015,"Parsons Transportation Group, Inc",MALE,29,IL,United States,Currency,639.2353
2015,RM Chin,MALE,29,IL,United States,Currency,826.8248
2015,"Walmart Stores, Inc.",FEMALE,29,AK,United States,Currency,9196.652
2015,Kellogg Company,MALE,29,MI,United States,Currency,7434.9385
2018,Neal Gerber & Eisenberg,FEMALE,29,IL,United States,Currency,11929.9838
2011,Telvent,FEMALE,29,MD,United States,Currency,4264.9206
2011,Sensis Corp.,FEMALE,29,NY,United States,Currency,4593.7906
2011,Goldman & Grant,MALE,29,IL,United States,Currency,892394.4404
2012,Chicago Assoc. of Realtors,FEMALE,29,IL,United States,Currency,871892.1113
2011,Noam LLC,MALE,29,IL,United States,Currency,153399.9263
2011,Lynxs Chicago Cargoport LLC,FEMALE,29,TX,United States,Currency,565147.0384
2011,5202-5210 S. Cornell LLC,MALE,29,NJ,United States,Currency,1226806.339
2012,High Concept Laboratories,MALE,29,IL,United States,Currency,262718.4264
2012,John V. and Eileen Frega Family Ltd. Partnership,MALE,29,IL,United States,Currency,620306.2728
2012,"MB Financial Bank, N.A.",FEMALE,29,IL,United States,Currency,1229636.467
2012,Aries Investors LLC,MALE,29,IL,United States,Currency,956810.1872
2012,"Harrison, Lee Hecht",MALE,29,IL,United States,Currency,377441.3896
2012,Stonewater One North State Funding LLC,FEMALE,29,NJ,United States,Currency,1035889.557
2012,D Augustine LLC,FEMALE,29,IN,United States,Currency,283596.7682
2012,"Citibank, NA",FEMALE,29,NY,United States,Currency,98566.1364
2012,"Ravenswood Station, LLC",FEMALE,29,IL,United States,Currency,256171.0648
2012,Loretto Hospital,MALE,29,IL,United States,Currency,145436.0864
2011,Illinois Student Assistance Commission,FEMALE,29,IL,United States,Currency,1017148.448
2012,Illinois Pipe Trades Advancement & Promotion Program,FEMALE,29,IL,United States,Currency,498734.9296
2012,"Macquarie Infrastructure and Real Assets, Inc",FEMALE,29,NY,United States,Currency,209374.4575
2012,State Bank of Countryside,MALE,29,IL,United States,Currency,295948.4731
2013,Institute for Justice,FEMALE,29,VA,United States,Currency,785320.9024
2013,"Allied Telesis, Inc",FEMALE,29,CA,United States,Currency,961524.6794
2013,1525 HP LLC,FEMALE,29,NJ,United States,Currency,1141361.446
2013,2650 Milwaukee LLC,MALE,29,IL,United States,Currency,219828.803
2013,4 KIDS LLC,MALE,29,IL,United States,Currency,1195520.179
2013,Acacia Financial,MALE,29,IL,United States,Currency,399601.492
2013,Easy Park LLC,MALE,29,IL,United States,Currency,417487.2813
2011,"Apple, Inc",FEMALE,29,CA,United States,Currency,674831.5121
2014,Fordham Condominium Assoc.,FEMALE,29,IL,United States,Currency,282680.1934
2014,G & A Construction,MALE,29,IL,United States,Currency,349645.6135
2014,City Colleges of Chicago,FEMALE,29,IL,United States,Currency,238585.2642
2014,The Habitat Company LLC,FEMALE,29,IL,United States,Currency,342086.7592
2014,Aetna Life Insurance Co,FEMALE,29,CT,United States,Currency,533058.5923
2014,Mitch Goltz c/o Chody Real Estate Corp.,FEMALE,29,IL,United States,Currency,63379.037
2015,Barrett Visionary Development,FEMALE,29,MN,United States,Currency,115037.5604
2015,Studio Gang Architects,MALE,29,IL,United States,Currency,849443.4553
2015,Chicago Southwest Development Corporation,FEMALE,29,IL,United States,Currency,590054.1228
2015,PayEase P-E Acquisition Holdings LLC,MALE,29,IL,United States,Currency,857525.0617
2015,Chicago Department of Aviation,FEMALE,29,IL,United States,Currency,1034490.345
2018,"Ortega, Jose",FEMALE,29,IL,United States,Currency,126728.3474
2011,Metropolitan Chicago Healthcare Council,MALE,29,IL,United States,Currency,18.7012
2011,"Piezca, Mark",FEMALE,29,IL,United States,Currency,100.1843
2012,John Paul II Newman Foundation,MALE,29,IL,United States,Currency,100.5421
2011,"Balfour Beatty Rail, Inc",MALE,29,CA,United States,Currency,117.1966
2011,United Healthcare Services,MALE,29,IL,United States,Currency,18.3155
2011,"Steinmetz, Robert",FEMALE,29,IL,United States,Currency,100.7104
2012,Commonwealth Edison,FEMALE,29,IL,United States,Currency,95.0504
2012,IL Bankers Assoc.,FEMALE,29,IL,United States,Currency,85.3524
2011,Midway Restaurant Development Lts %2f DBA Gold Coast Hot Dogs,FEMALE,29,IL,United States,Currency,43.3514
2013,Brinshore-Michaels Development LLC,MALE,29,IL,United States,Currency,420582.0899
2013,Gemstone Jewelers Inc,FEMALE,29,IL,United States,Currency,1137588.001
2013,Motorola Mobility LLC,FEMALE,29,IL,United States,Currency,725299.9428
2013,"AMLI Residential / 900 South Clark Associates, LLC",MALE,29,IL,United States,Currency,624022.338
2014,Granite Partners for Oakwood Boulevard,FEMALE,29,IL,United States,Currency,2332.5536
2015,"Dominion Voting Systems, Inc.",MALE,29,CO,United States,Currency,1157951.7
2015,Madison-DesPlaines Development LLC,FEMALE,29,IL,United States,Currency,391601.2261
2015,Steve's Equipment Service,FEMALE,29,IL,United States,Currency,163697.3711
2015,Building Owners and Managers Association of Chicago,MALE,29,IL,United States,Currency,260950.8906
2015,Illinois Association of REALTORS,FEMALE,29,IL,United States,Currency,884009.2301
2014,Saddle & Cycle Club,FEMALE,29,IL,United States,Currency,165473.2048
2015,"Selander, Larry",FEMALE,29,IL,United States,Currency,927468.377
2018,"Trane, U.S. Inc.",MALE,29,IL,United States,Currency,1028669.245
2011,Lycee Francais De Chicago,FEMALE,29,IL,United States,Currency,291339.2609
2011,Incapital LLC,FEMALE,29,IL,United States,Currency,1146921.745
2011,"Hotel Lincoln Park Owner, LLC",MALE,29,IL,United States,Currency,927074.9205
2011,Tower Productions LLC,MALE,29,IL,United States,Currency,6116.4931
2012,2630 Milwaukee LLC,MALE,29,IL,United States,Currency,842206.438
2012,Berghoff Catering & Restaurant Group,FEMALE,29,Il,United States,Currency,312885.145
2012,Sonia Shankman School Corp.,FEMALE,29,Il,United States,Currency,487497.76
2012,KPMG LLP,FEMALE,29,IL,United States,Currency,1187123.237
2011,United Neighborhood Organization,FEMALE,29,IL,United States,Currency,199551.4545
2012,"Children's Academy of America, LLC d%2fb%2fa Little Green Tree House",MALE,29,IL,United States,Currency,493605.5859
2012,"Ravenswood Station, LLC",MALE,29,IL,United States,Currency,454574.3517
2012,"Avis Budget Group, Inc",FEMALE,29,NJ,United States,Currency,130442.0716
2011,Tropical Optical,MALE,29,IL,United States,Currency,87.1402
2011,Electrical Contractors Assn. of City of Chicago,FEMALE,29,IL,United States,Currency,114.8838
2012,Triple Net Lease,MALE,29,LA,United States,Currency,895080.3881
2013,Wine and Spirit Distributors of IL (WSDI),FEMALE,29,IL,United States,Currency,946545.736
2013,J.P. Morgan Chase,MALE,29,IL,United States,Currency,393231.4634
2013,G & A Construction,MALE,29,IL,United States,Currency,1018002.063
2013,"Flying Food Group, LLC",FEMALE,29,IL,United States,Currency,650021.9576
2013,"Trane, U.S. Inc.",MALE,29,IL,United States,Currency,4668.9066
2013,Katten Muchin Rosenman LLP,MALE,29,IL,United States,Currency,1095240.11
2014,"Santa Fe Chicken of Chicago, Inc",MALE,29,IL,United States,Currency,287803.976
2014,Mondelez Global LLC,MALE,29,DC,United States,Currency,303366.862
2015,"Gibbons, Thomas",MALE,29,IL,United States,Currency,993860.241
2015,Isaac Levy,FEMALE,29,IL,United States,Currency,596867.1027
2015,National-Louis University,MALE,29,IL,United States,Currency,422726.6664
2015,TD Douros McD LLC,MALE,29,IL,United States,Currency,928533.5237
2018,Testa Produce,FEMALE,29,IL,United States,Currency,1161657.295
2012,"Trader Joe's East, Inc.",MALE,29,MA,United States,Currency,1051828.313
2011,Clark Street Development,MALE,29,IL,United States,Currency,809510.2392
2011,Clarke Group (FKA Clarke Mosquito Control),MALE,29,IL,United States,Currency,614061.9384
2012,University of Chicago,MALE,29,IL,United States,Currency,116595.3339
2012,National-Louis University,FEMALE,29,IL,United States,Currency,694299.1105
2012,Chicago Convention & Tourism Bureau,MALE,29,IL,United States,Currency,789452.4087
2012,Ameresco,MALE,29,IL,United States,Currency,832650.4596
2011,"William Filan, Ltd",FEMALE,29,IL,United States,Currency,311769.1576
2011,"Harry O. Hefter - Associates, Inc",MALE,29,IL,United States,Currency,646049.3323
2011,Prism Development Company,FEMALE,29,IL,United States,Currency,8266.9829
2012,Riot Fest Corporation,MALE,29,IL,United States,Currency,10450.5003
2013,Patrick Cary Enterprises DBA INTOX,MALE,29,IL,United States,Currency,7392.1846
2013,Hilton Worldwide,MALE,29,VA,United States,Currency,283.728
2013,Dynasty Group,FEMALE,29,IL,United States,Currency,10017.0348
2013,"Antheus Capital, LLC",MALE,29,NJ,United States,Currency,1862.5674
2013,"DirecTV, Inc.",FEMALE,29,VA,United States,Currency,12190.9648
2013,Chicago Helicopter Express,FEMALE,29,IL,United States,Currency,11956.3823
2014,"Quantum Crossings, LLC",FEMALE,29,IL,United States,Currency,385516.4827
2014,"Heat and Frost Insulators/Asbestos Workers, Local 17",MALE,29,IL,United States,Currency,345874.3417
2013,"AG-OCG 360 North Michigan, L.L.C.",MALE,29,IL,United States,Currency,726715.5604
2014,1100 E 47th Street LLC,MALE,29,NJ,United States,Currency,802220.5094
2014,Remet Corporation,MALE,29,NY,United States,Currency,1161903.027
2015,SRO Operating Company LLC,MALE,29,IL,United States,Currency,263775.5913
2014,City Escape Garden Center and Design Studio,MALE,29,IL,United States,Currency,321564.4844
2014,"2343-47 N. ELSTON AVE, LLC c/o George Tychalski and Oxana Anisimov",MALE,29,IL,United States,Currency,476036.3379
2014,"Kelly, James",FEMALE,29,IL,United States,Currency,750467.8649
